measure,location,sex,age,cause,rei,metric,year,val,upper,lower
Prevalence,Asia,Both,65-69,Endocarditis,Heart failure,Rate,2019,11.2820 ,15.9250 ,7.9245 
Prevalence,Asia,Both,65-69,Thalassemias,Heart failure,Rate,2019,0.0478 ,0.0754 ,0.0289 
Prevalence,Asia,Both,70-74,Rheumatic heart disease,Heart failure,Rate,2019,190.2265 ,244.6417 ,129.4083 
Prevalence,Asia,Both,70-74,Ischemic heart disease,Heart failure,Rate,2019,1626.2580 ,2613.1544 ,879.0825 
Prevalence,Asia,Both,70-74,Hypertensive heart disease,Heart failure,Rate,2019,2009.5943 ,3142.0024 ,1169.8674 
Prevalence,Asia,Both,70-74,Non-rheumatic degenerative mitral valve disease,Heart failure,Rate,2019,95.8363 ,148.3322 ,56.4300 
Prevalence,Asia,Both,70-74,Other non-rheumatic valve diseases,Heart failure,Rate,2019,2.5387 ,4.2059 ,1.4511 
Prevalence,Asia,Both,70-74,G6PD deficiency,Heart failure,Rate,2019,0.4712 ,0.7548 ,0.2880 
Prevalence,Asia,Both,70-74,Other hemoglobinopathies and hemolytic anemias,Heart failure,Rate,2019,3.8444 ,6.1583 ,2.3543 
Prevalence,Asia,Both,70-74,Congenital heart anomalies,Heart failure,Rate,2019,0.0000 ,0.0000 ,0.0000 
Prevalence,Asia,Both,70-74,"Endocrine, metabolic, blood, and immune disorders",Heart failure,Rate,2019,7.0817 ,11.0406 ,4.5508 
Prevalence,Asia,Both,70-74,Alcoholic cardiomyopathy,Heart failure,Rate,2019,8.8962 ,15.7126 ,5.0105 
Prevalence,Asia,Both,70-74,Myocarditis,Heart failure,Rate,2019,21.2930 ,39.6081 ,11.2423 
Prevalence,Asia,Both,70-74,Other cardiomyopathy,Heart failure,Rate,2019,76.7419 ,134.1481 ,42.3999 
Prevalence,Asia,Both,70-74,Non-rheumatic calcific aortic valve disease,Heart failure,Rate,2019,28.0917 ,44.8288 ,15.6268 
Prevalence,Asia,Both,70-74,Chagas disease,Heart failure,Rate,2019,0.0122 ,0.0176 ,0.0080 
Prevalence,Asia,Both,70-74,Endocarditis,Heart failure,Rate,2019,16.0118 ,24.2243 ,10.7311 
Prevalence,Asia,Both,70-74,Thalassemias,Heart failure,Rate,2019,0.0151 ,0.0253 ,0.0083 
Prevalence,Asia,Both,75-79,Rheumatic heart disease,Heart failure,Rate,2019,177.0297 ,223.3068 ,133.6402 
Prevalence,Asia,Both,75-79,Ischemic heart disease,Heart failure,Rate,2019,2217.4252 ,3595.6452 ,1220.7279 
Prevalence,Asia,Both,75-79,Hypertensive heart disease,Heart failure,Rate,2019,2625.2349 ,4347.1182 ,1437.3446 
Prevalence,Asia,Both,75-79,Non-rheumatic degenerative mitral valve disease,Heart failure,Rate,2019,151.3619 ,234.4822 ,95.1780 
Prevalence,Asia,Both,75-79,Other non-rheumatic valve diseases,Heart failure,Rate,2019,5.5543 ,9.0503 ,3.2297 
Prevalence,Asia,Both,75-79,G6PD deficiency,Heart failure,Rate,2019,0.3351 ,0.5222 ,0.1987 
Prevalence,Asia,Both,75-79,Other hemoglobinopathies and hemolytic anemias,Heart failure,Rate,2019,4.7929 ,7.5446 ,2.8779 
Prevalence,Asia,Both,75-79,Congenital heart anomalies,Heart failure,Rate,2019,0.0000 ,0.0000 ,0.0000 
Prevalence,Asia,Both,75-79,"Endocrine, metabolic, blood, and immune disorders",Heart failure,Rate,2019,8.7358 ,13.4894 ,5.3894 
Prevalence,Asia,Both,75-79,Alcoholic cardiomyopathy,Heart failure,Rate,2019,9.1714 ,14.4467 ,5.3917 
Prevalence,Asia,Both,75-79,Myocarditis,Heart failure,Rate,2019,28.4180 ,46.8702 ,15.8192 
Prevalence,Asia,Both,75-79,Other cardiomyopathy,Heart failure,Rate,2019,113.6346 ,182.1161 ,65.4588 
Prevalence,Asia,Both,75-79,Non-rheumatic calcific aortic valve disease,Heart failure,Rate,2019,53.5702 ,85.5801 ,31.7473 
Prevalence,Asia,Both,75-79,Chagas disease,Heart failure,Rate,2019,0.0149 ,0.0209 ,0.0100 
Prevalence,Asia,Both,75-79,Endocarditis,Heart failure,Rate,2019,22.4163 ,34.2781 ,14.0605 
Prevalence,Asia,Both,75-79,Thalassemias,Heart failure,Rate,2019,0.0031 ,0.0051 ,0.0018 
Prevalence,Asia,Both,80-84,Rheumatic heart disease,Heart failure,Rate,2019,168.5023 ,215.1289 ,122.9055 
Prevalence,Asia,Both,80-84,Ischemic heart disease,Heart failure,Rate,2019,3157.3123 ,4917.1327 ,1830.0067 
Prevalence,Asia,Both,80-84,Hypertensive heart disease,Heart failure,Rate,2019,3505.3604 ,5882.5978 ,1825.0127 
Prevalence,Asia,Both,80-84,Non-rheumatic degenerative mitral valve disease,Heart failure,Rate,2019,234.8042 ,362.0245 ,149.6623 
Prevalence,Asia,Both,80-84,Other non-rheumatic valve diseases,Heart failure,Rate,2019,8.9971 ,14.6276 ,5.0187 
Prevalence,Asia,Both,80-84,G6PD deficiency,Heart failure,Rate,2019,0.2013 ,0.3100 ,0.1236 
Prevalence,Asia,Both,80-84,Other hemoglobinopathies and hemolytic anemias,Heart failure,Rate,2019,5.8348 ,9.0488 ,3.6055 
Prevalence,Asia,Both,80-84,Congenital heart anomalies,Heart failure,Rate,2019,0.0000 ,0.0000 ,0.0000 
Prevalence,Asia,Both,80-84,"Endocrine, metabolic, blood, and immune disorders",Heart failure,Rate,2019,11.3096 ,17.1099 ,7.1432 
Prevalence,Asia,Both,80-84,Alcoholic cardiomyopathy,Heart failure,Rate,2019,6.3878 ,9.9047 ,3.8783 
Prevalence,Asia,Both,80-84,Myocarditis,Heart failure,Rate,2019,45.3085 ,72.8936 ,26.4251 
Prevalence,Asia,Both,80-84,Other cardiomyopathy,Heart failure,Rate,2019,165.4684 ,257.9636 ,98.9004 
Prevalence,Asia,Both,80-84,Non-rheumatic calcific aortic valve disease,Heart failure,Rate,2019,91.6094 ,145.6565 ,55.0704 
Prevalence,Asia,Both,80-84,Chagas disease,Heart failure,Rate,2019,0.0173 ,0.0250 ,0.0108 
Prevalence,Asia,Both,80-84,Endocarditis,Heart failure,Rate,2019,38.5280 ,57.1244 ,25.1560 
Prevalence,Asia,Both,80-84,Thalassemias,Heart failure,Rate,2019,0.0005 ,0.0008 ,0.0003 
Prevalence,Asia,Both,85-89,Rheumatic heart disease,Heart failure,Rate,2019,167.1167 ,210.6508 ,129.2556 
Prevalence,Asia,Both,85-89,Ischemic heart disease,Heart failure,Rate,2019,5056.4851 ,8070.6745 ,2906.7710 
Prevalence,Asia,Both,85-89,Hypertensive heart disease,Heart failure,Rate,2019,5083.9995 ,7920.4710 ,2973.2447 
Prevalence,Asia,Both,85-89,Non-rheumatic degenerative mitral valve disease,Heart failure,Rate,2019,369.2300 ,561.6090 ,235.8614 
Prevalence,Asia,Both,85-89,Other non-rheumatic valve diseases,Heart failure,Rate,2019,9.6068 ,15.2935 ,5.6160 
Prevalence,Asia,Both,85-89,G6PD deficiency,Heart failure,Rate,2019,0.2238 ,0.3377 ,0.1422 
Prevalence,Asia,Both,85-89,Other hemoglobinopathies and hemolytic anemias,Heart failure,Rate,2019,13.5900 ,20.6003 ,8.5828 
Prevalence,Asia,Both,85-89,Congenital heart anomalies,Heart failure,Rate,2019,0.0000 ,0.0000 ,0.0000 
Prevalence,Asia,Both,85-89,"Endocrine, metabolic, blood, and immune disorders",Heart failure,Rate,2019,18.2999 ,27.4929 ,11.6964 
Prevalence,Asia,Both,85-89,Alcoholic cardiomyopathy,Heart failure,Rate,2019,6.1819 ,9.5577 ,3.7991 
Prevalence,Asia,Both,85-89,Myocarditis,Heart failure,Rate,2019,78.1260 ,123.3065 ,47.0086 
Prevalence,Asia,Both,85-89,Other cardiomyopathy,Heart failure,Rate,2019,286.9478 ,427.2517 ,175.4946 
Prevalence,Asia,Both,85-89,Non-rheumatic calcific aortic valve disease,Heart failure,Rate,2019,162.4434 ,255.2412 ,94.2805 
Prevalence,Asia,Both,85-89,Chagas disease,Heart failure,Rate,2019,0.0212 ,0.0316 ,0.0126 
Prevalence,Asia,Both,85-89,Endocarditis,Heart failure,Rate,2019,93.1349 ,138.4022 ,61.5209 
Prevalence,Asia,Both,85-89,Thalassemias,Heart failure,Rate,2019,0.0002 ,0.0002 ,0.0001 
Prevalence,Asia,Both,90-94,Rheumatic heart disease,Heart failure,Rate,2019,148.0353 ,185.7314 ,116.0059 
Prevalence,Asia,Both,90-94,Ischemic heart disease,Heart failure,Rate,2019,7550.8682 ,12145.0516 ,4311.4256 
Prevalence,Asia,Both,90-94,Hypertensive heart disease,Heart failure,Rate,2019,6448.3749 ,10455.9771 ,3504.6943 
Prevalence,Asia,Both,90-94,Non-rheumatic degenerative mitral valve disease,Heart failure,Rate,2019,580.4374 ,873.2716 ,368.5136 
Prevalence,Asia,Both,90-94,Other non-rheumatic valve diseases,Heart failure,Rate,2019,8.7269 ,14.6330 ,4.8284 
Prevalence,Asia,Both,90-94,G6PD deficiency,Heart failure,Rate,2019,0.2030 ,0.3224 ,0.1228 
Prevalence,Asia,Both,90-94,Other hemoglobinopathies and hemolytic anemias,Heart failure,Rate,2019,28.6813 ,44.9375 ,17.3952 
Prevalence,Asia,Both,90-94,Congenital heart anomalies,Heart failure,Rate,2019,0.0000 ,0.0000 ,0.0000 
Prevalence,Asia,Both,90-94,"Endocrine, metabolic, blood, and immune disorders",Heart failure,Rate,2019,29.5181 ,46.1715 ,17.9529 
Prevalence,Asia,Both,90-94,Alcoholic cardiomyopathy,Heart failure,Rate,2019,9.4162 ,14.8604 ,5.3848 
Prevalence,Asia,Both,90-94,Myocarditis,Heart failure,Rate,2019,126.3792 ,204.1070 ,71.1401 
Prevalence,Asia,Both,90-94,Other cardiomyopathy,Heart failure,Rate,2019,509.6194 ,789.5070 ,293.3090 
Prevalence,Asia,Both,90-94,Non-rheumatic calcific aortic valve disease,Heart failure,Rate,2019,271.1523 ,424.5504 ,155.5496 
Prevalence,Asia,Both,90-94,Chagas disease,Heart failure,Rate,2019,0.0157 ,0.0273 ,0.0083 
Prevalence,Asia,Both,90-94,Endocarditis,Heart failure,Rate,2019,227.1880 ,350.2035 ,141.8870 
Prevalence,Asia,Both,90-94,Thalassemias,Heart failure,Rate,2019,0.0000 ,0.0001 ,0.0000 
Prevalence,Asia,Both,95+,Rheumatic heart disease,Heart failure,Rate,2019,130.3845 ,179.0251 ,92.9311 
Prevalence,Asia,Both,95+,Ischemic heart disease,Heart failure,Rate,2019,10146.3050 ,16948.5831 ,4970.1907 
Prevalence,Asia,Both,95+,Hypertensive heart disease,Heart failure,Rate,2019,7345.0866 ,13859.5634 ,3357.5968 
Prevalence,Asia,Both,95+,Non-rheumatic degenerative mitral valve disease,Heart failure,Rate,2019,1246.9741 ,1704.3258 ,854.8666 
Prevalence,Asia,Both,95+,Other non-rheumatic valve diseases,Heart failure,Rate,2019,7.6681 ,14.2754 ,3.4129 
Prevalence,Asia,Both,95+,G6PD deficiency,Heart failure,Rate,2019,0.1605 ,0.2957 ,0.0803 
Prevalence,Asia,Both,95+,Other hemoglobinopathies and hemolytic anemias,Heart failure,Rate,2019,52.6085 ,97.3928 ,25.0972 
Prevalence,Asia,Both,95+,Congenital heart anomalies,Heart failure,Rate,2019,0.0000 ,0.0000 ,0.0000 
Prevalence,Asia,Both,95+,"Endocrine, metabolic, blood, and immune disorders",Heart failure,Rate,2019,45.9518 ,83.4112 ,22.6818 
Prevalence,Asia,Both,95+,Alcoholic cardiomyopathy,Heart failure,Rate,2019,14.8323 ,27.5593 ,6.8982 
Prevalence,Asia,Both,95+,Myocarditis,Heart failure,Rate,2019,185.4525 ,347.8192 ,84.9412 
Prevalence,Asia,Both,95+,Other cardiomyopathy,Heart failure,Rate,2019,828.5515 ,1494.9398 ,389.4129 
Prevalence,Asia,Both,95+,Non-rheumatic calcific aortic valve disease,Heart failure,Rate,2019,460.2733 ,708.1567 ,265.1774 
Prevalence,Asia,Both,95+,Endocarditis,Heart failure,Rate,2019,461.4792 ,851.7588 ,221.3476 
Prevalence,Asia,Both,95+,Thalassemias,Heart failure,Rate,2019,0.0000 ,0.0000 ,0.0000 
Prevalence,Asia,Both,95+,Chagas disease,Heart failure,Rate,2019,0.0536 ,0.0890 ,0.0284 
