measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Number,2019,24311.66599969662,32418.591296191098,15876.685152756536
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Percent,2019,0.17595500875373504,0.21320633246670057,0.13805111630047784
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Rate,2019,5.32785234163544,7.104468593476466,3.4793433806460734
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Number,2019,26565.089750049952,36407.22373428333,17915.591035634996
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Percent,2019,0.19232028422320024,0.2450279177488856,0.14161499936212102
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Rate,2019,5.821685590462026,7.978569310205545,3.926165473488409
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Number,1990,51929.05847396139,70308.78360151807,33606.0581801704
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.2116762205994774,0.26663616758512204,0.16146849901940838
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,27.30717521659719,36.97225271348173,17.671926779208317
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,42767.34719302487,57569.93436554836,28116.321419557997
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.1745348353850377,0.2250740198559491,0.12487292362143561
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,22.489439971929556,30.27346019986688,14.785119122369977
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,20353.508657331797,48845.61121076484,4561.417952733414
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.08328116774659895,0.18960534404964846,0.0202064291479439
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,10.703002201685939,25.6857278581887,2.3986462094990775
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,38840.60807208303,66161.88871207285,15387.152319813518
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.15870392928205407,0.2587878705234808,0.06186024633116182
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,20.424543046074614,34.79158569045696,8.091416960550271
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,8509.47175295972,12188.001537971686,5164.957140214553
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.03467259406294297,0.04636840557158713,0.023312498681588353
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,4.474751574309229,6.409126283397451,2.7160205433875717
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,2019,239523.16795386779,587643.4461566089,54618.92259192049
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,2019,0.07727690435069579,0.19006493321605206,0.017754154499315975
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,2019,16.745143003507266,41.082345499294085,3.8184267405621286
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,51392.753019893345,73750.22501476048,33595.1413224735
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.06906960279971404,0.09570602200836248,0.045115968735436246
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,4.682176121984742,6.719070730097837,3.060711078347957
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,45228.748341932514,109505.33946926073,10677.351614166826
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.0607607076740839,0.14559557926957062,0.014491184645650499
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,4.120599755219982,9.976567814811116,0.9727682958438797
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,199637.92221158533,294361.9434449263,97822.84062930636
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.26817201854588507,0.3837482651535905,0.1339064988858687
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,18.18816579177821,26.818070288730265,8.912224811190056
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,175247.10800178497,236586.01931726802,124366.79989725733
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.23533222832144804,0.29701836847095664,0.1722783024921554
DALYs (Disability-Adjusted Life Years),South Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,15.966021983979322,21.554350474549253,11.330532548454627
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,5709.934393539776,12222.117452360411,1613.2476484193573
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.11209673153332367,0.24450712726836094,0.031587419746386035
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,2.964961070231613,6.346500667861754,0.8377007763202715
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,8157.9786192399815,14512.305994671153,3255.856257802053
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.16019682989453013,0.2771869906127943,0.06069987156871393
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,4.236141319801286,7.535712207511738,1.690647630833557
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,1324.2451001189809,1899.6517983767053,822.1273944031954
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.0259851714194595,0.03561902638333595,0.016661504461884538
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.6876322736282228,0.9864200253430055,0.42690082778084104
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Number,2019,49029.91436244781,62244.469132973085,39399.686010954574
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Percent,2019,0.30646473116198447,0.35184519810981535,0.2566082485308952
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Rate,2019,62.399017111482245,79.21681579558849,50.14289161123952
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Number,2019,38572.79826045454,51398.7783947423,28196.862359556504
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Percent,2019,0.24108239258432906,0.3003999118828879,0.1800388311299844
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Rate,2019,49.09053442147775,65.4138049039554,35.8853675300654
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Number,2019,46780.25627872737,79225.76200897312,17148.987904530768
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Percent,2019,0.29263751617824185,0.48781095031967303,0.1062715974628221
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Rate,2019,59.535939435609805,100.8284379761114,21.825043009232605
DALYs (Disability-Adjusted Life Years),High-income North America,Both,All Ages,Esophageal cancer,Smoking,Number,2019,235488.95310651005,263961.9575963748,206908.14115999104
DALYs (Disability-Adjusted Life Years),High-income North America,Both,All Ages,Esophageal cancer,Smoking,Percent,2019,0.44885428132759947,0.49869520260479955,0.3978845504988515
DALYs (Disability-Adjusted Life Years),High-income North America,Both,All Ages,Esophageal cancer,Smoking,Rate,2019,64.5952923486148,72.4055187936505,56.75549401034134
DALYs (Disability-Adjusted Life Years),High-income North America,Both,All Ages,Esophageal cancer,Alcohol use,Number,2019,158522.30613804387,195673.32850564487,119276.95160671104
DALYs (Disability-Adjusted Life Years),High-income North America,Both,All Ages,Esophageal cancer,Alcohol use,Percent,2019,0.30220015759181457,0.37249806498783766,0.22767303416023466
DALYs (Disability-Adjusted Life Years),High-income North America,Both,All Ages,Esophageal cancer,Alcohol use,Rate,2019,43.48312128311238,53.67375281477377,32.718008457926615
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Smoking,Number,1990,1018858.1465303054,1167593.380379671,838185.3899463639
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.4557952126282137,0.49693657100015953,0.4119902436893057
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,88.56313283865104,101.49178077462486,72.85835058200452
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,574608.6171290703,731504.9135539125,427165.2560760304
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.2571642823645199,0.3174648819062454,0.1993719640864056
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,49.947227160460926,63.58526655729507,37.130873857907154
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Number,1990,14666.454196181532,20513.932890236953,6474.204171208277
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.2024862074895579,0.25679806639256125,0.14876198918112835
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,26.416635125068964,36.94888163784196,11.661079564857356
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,11314.175889475273,17347.416755780494,4803.270634118266
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.15613626452536894,0.2191826046074566,0.09903220380579422
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,20.378644505018574,31.245478468767967,8.651460404212518
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,8289.934220537885,19019.162717316245,2050.4479399187294
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.11481480239223528,0.2383999453392984,0.03189263417605757
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,14.931500455767177,34.25656093607593,3.6931854385012026
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,8738.205418895286,20445.54014126415,1925.0662745104291
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.12075594608961475,0.26354822691226293,0.028416133519709716
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,15.73890874448414,36.82569533318726,3.4673529596920507
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,1452.5473796161468,2390.475965857568,591.581118360259
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.02002304823625076,0.02909627044444697,0.012460217975189607
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,2.616270682465632,4.305630421683463,1.065532428054214
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Smoking,Number,2019,81056.78804106,96664.93282477897,59498.64139411249
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Smoking,Percent,2019,0.3127558314485961,0.3520314572442118,0.2783436692111574
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Smoking,Rate,2019,13.316078712135944,15.880198134005148,9.774487877163507
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Alcohol use,Number,2019,9266.699504245376,13282.179026970001,5601.438473990827
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Alcohol use,Percent,2019,0.03573797942127148,0.04942940829895835,0.02345027255294069
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Alcohol use,Rate,2019,1.5223413483610462,2.1820077709250056,0.9202091203399871
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,2019,44196.429763049826,94531.61546668988,11571.096168903678
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,2019,0.10955959139794333,0.2349382305421121,0.02886862505746735
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,2019,6.55945535120105,14.030000030660183,1.7173352936266615
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,2019,21236.243831384934,28972.501759288403,14144.875957830307
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,2019,0.05263038859647035,0.06941807734470426,0.035820629601035756
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,2019,3.1517974186151965,4.299981530669506,2.0993252801436824
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,2019,47393.05070290386,68000.64409768525,29123.324318967094
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,2019,0.015269153105588608,0.0213741731484071,0.009618158922945668
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,2019,3.3132636737062784,4.753947267287531,2.0360211274115714
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,334041.6323461709,621614.8006763278,103538.97045123605
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.14945559413199172,0.27358480026195525,0.048464760610461066
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,29.03620446070977,54.03318838274774,9.000012048072906
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,High body-mass index,Number,2019,448010.89736998465,777638.1953907034,145694.94768194258
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,High body-mass index,Percent,2019,0.2708935025204251,0.4708672631822547,0.08811045075216709
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,High body-mass index,Rate,2019,44.20935702514904,76.73671515188342,14.377060907766522
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,2019,145475.46383506848,359444.4170524785,29959.0996997685
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,2019,0.08798144655971263,0.22079303289113042,0.018066905872556476
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,2019,14.355402417304166,35.46968758451057,2.956339996536512
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,2019,28265.615701875402,42674.020188205985,15719.847468385919
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,2019,0.01708906597296851,0.025968047858806652,0.00954394004140678
DALYs (Disability-Adjusted Life Years),High SDI,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,2019,2.789228350103943,4.211038180709242,1.5512219751584067
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Smoking,Number,2019,1924973.9575279204,2332736.665783785,1514168.4870598747
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Smoking,Percent,2019,0.4285700439846433,0.4710485130401151,0.3857299227753313
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Smoking,Rate,2019,80.32218039665925,97.33663905126816,63.18075831256836
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Alcohol use,Number,2019,1042443.7122195377,1383492.9616257579,746684.9824651274
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Alcohol use,Percent,2019,0.23207454057991458,0.28467264630526945,0.17789809140061189
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Alcohol use,Rate,2019,43.49739464205,57.72814266221086,31.156455715412118
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,High body-mass index,Number,2019,765973.6880118736,1518191.765182825,224729.58575936512
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,High body-mass index,Percent,2019,0.17107673435533038,0.3424845262923133,0.052557578429350604
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,High body-mass index,Rate,2019,31.961303428018816,63.348635114181064,9.377150406237849
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,2019,424188.77388458216,966353.1531267358,111094.68051047744
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,2019,0.0948111979082746,0.21683554683968942,0.02486242697118039
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,2019,17.699858787674447,40.32241162992475,4.6355780212898585
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Smoking,Number,2019,137933.54896367042,163253.74787066563,115224.55231350951
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Smoking,Percent,2019,0.49671433289144407,0.5394460217666823,0.44807458360305175
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Smoking,Rate,2019,65.69180469483376,77.75072418127986,54.87648830541119
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Alcohol use,Number,2019,100672.66857668024,126840.82158857264,75713.65561993598
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Alcohol use,Percent,2019,0.3627050741976212,0.4364019019302261,0.28672548636801826
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Alcohol use,Rate,2019,47.94605324038216,60.40881672176356,36.05915105560541
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,High body-mass index,Number,2019,88532.98405005485,159064.20389088936,28263.131044567028
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,High body-mass index,Percent,2019,0.31862206714940494,0.539642914084272,0.1023692589485949
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,High body-mass index,Rate,2019,42.16444469792374,75.7554249451791,13.460511228730908
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,2019,34711.799754525586,74606.98492943411,8590.085083214324
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,2019,0.1250228206715617,0.26588260801705793,0.03154605422467511
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,2019,16.53173420979016,35.53209150114493,4.091087308622413
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,2019,867.099405247808,1326.4523735384967,490.78086642039455
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,2019,0.0031241566215607303,0.004776953740905366,0.0018162660950955018
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,2019,0.4129620763658324,0.6317320979136132,0.23373777494365383
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Alcohol use,Number,2019,54236.89813711936,67410.06146767894,41428.287106342796
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Alcohol use,Percent,2019,0.37730337067861136,0.44718762203259543,0.29765337288245314
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Alcohol use,Rate,2019,47.483083857310376,59.01586763689961,36.26945674072214
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,High body-mass index,Number,2019,50675.796062918394,87403.92566270902,16621.932180955944
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,High body-mass index,Percent,2019,0.35280742826800016,0.5865025036690144,0.11233355004740334
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,High body-mass index,Rate,2019,44.365425690609214,76.52000896526489,14.552096943735284
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,2019,13674.893183396147,33574.75992879154,2609.6488992927557
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,2019,0.09498949944546203,0.23060290639216668,0.01888114212049772
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,2019,11.972036050538199,29.393884900227906,2.284684076327174
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Number,2019,90951.71305163763,132636.3429753732,60797.35692394774
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Percent,2019,0.19041764272668826,0.2387650509850132,0.1442750275999162
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Smoking,Rate,2019,22.087600118018024,32.21070177197262,14.764622489365987
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Number,2019,89791.95793115685,129809.04954691346,59802.17567073801
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Percent,2019,0.1879181185447988,0.24027609800033062,0.13731668771666283
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Alcohol use,Rate,2019,21.80595388534659,31.52409429016891,14.522942978026114
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Number,2019,77843.06867854779,157366.77097430173,23372.42263426766
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Percent,2019,0.16359127059641215,0.31328383080196553,0.052141569318165985
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,High body-mass index,Rate,2019,18.904169204102878,38.21647984981538,5.67598682437045
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,2019,64944.96439044323,118506.0830099319,23263.047015765274
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,2019,0.13672767276053474,0.2452112164574957,0.04976843481804619
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,2019,15.771867895666837,28.77917177425713,5.649424983553114
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,2019,15510.48685505661,22848.60952240919,9729.03290128201
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,2019,0.03255330449379405,0.04362539806480569,0.021517312845168942
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,2019,3.7667177428066756,5.548778944902189,2.36269313736349
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,2019,13434.698251237927,30916.141939291854,3502.775410235269
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,2019,0.1035740039466853,0.23734813456805945,0.027639925619934513
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,2019,14.363928561075628,33.05450155228789,3.7450499309484533
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,2019,2759.256775649202,4275.917836376891,1582.239392687374
